cell_type	length
L6b2	117936
L6b2	40122
L6b2	39985
L6b2	147314
L6b2	47237
L6b2	393868
L6b2	75535
L6b2	58985
L6b2	361605
L6b2	96279
L6b2	64319
L6b2	20432
L6b2	56015
L6b2	33408
L6b2	8202
L6b2	13036
L6b2	39134
L6b2	69046
L6b2	98655
L6b2	185508
L6b2	89735
L6b2	63418
L6b2	293834
L6b2	577425
L6b2	454817
L6b2	59339
L6b2	151418
L6b2	363800
L6b2	95605
L6b2	34209
L6b2	533526
L6b2	146441
L6b2	826534
L6b2	90362
L6b2	315708
L6b2	395881
L6b2	92582
L6b2	32997
L6b2	112122
L6b2	92377
L6b2	79033
L6b2	24297
L6b2	41039
L6b2	132689
L6b2	427776
L6b2	272860
L6b2	124019
L6b2	39416
L6b2	118252
L6b2	16070
L6b2	41043
L6b2	25437
L6b2	214504
L6b2	267798
L6b2	65119
L6b2	52783
L6b2	112931
L6b2	125022
L6b2	67403
L6b2	35332
L6b2	174743
L6b2	203081
L6b2	170621
L6b2	51346
L6b2	38571
L6b2	2820
L6b2	17412
L6b2	107317
L6b2	552784
L6b2	103391
L6b2	50545
L6b2	62577
L6b2	348814
L6b2	249904
L6b2	92294
L6b2	91788
L6b2	39912
L6b2	147605
L6b2	38104
L6b2	129992
L6b2	118378
L6b2	63826
L6b2	123929
L6b2	52120
L6b2	36883
L6b2	27402
L6b2	67224
L6b2	82472
L6b2	46594
L6b2	48189
L6b2	22245
L6b2	82104
L6b2	28358
L6b2	24223
L6b2	22496
L6b2	19220
L6b2	27903
L6b2	58625
L6b2	37729
L6b2	69401
L6b2	18810
L6b2	27613
L6b2	23037
L6b2	12030
L6b2	211197
L6b2	487279
L6b2	265874
L6b2	16510
L6b2	59495
L6b2	137885
L6b2	94383
L6b2	65801
L6b2	82078
L6b2	195412
L6b2	45224
L6b2	15309
L6b2	441074
L6b2	17800
L6b2	95345
L6b2	136277
L6b2	201316
L6b2	85905
L6b2	17831
L6b2	169943
L6b2	75426
L6b2	84189
L6b2	161959
L6b2	16260
L6b2	72439
L6b2	117583
L6b2	790190
L6b2	685450
L6b2	90058
L6b2	76531
L6b2	121873
L6b2	21137
L6b2	215890
L6b2	220217
L6b2	290440
L6b2	36118
L6b2	126527
L6b2	144758
L6b2	81055
L6b2	243269
L6b2	98708
L6b2	54360
L6b2	168434
L6b2	658310
L6b2	152111
L6b2	228910
L6b2	63126
L6b2	70129
L6b2	42102
L6b2	794117
L6b2	44255
L6b2	125078
L6b2	95815
L6b2	280007
L6b2	27757
L6b2	74353
L6b2	97774
L6b2	426282
L6b2	107129
L6b2	73759
L6b2	157329
L6b2	118528
L6b2	54799
L6b2	261669
L6b2	128414
L6b2	30401
L6b2	61391
L6b2	37498
L6b2	160955
L6b2	70071
L6b2	38790
L6b2	34188
L6b2	385334
L6b2	13820
L6b2	126895
L6b2	271675
L6b2	171293
L6b2	220640
L6b2	121484
L6b2	44347
L6b2	384136
L6b2	267466
L6b2	509059
L6b2	41652
L6b2	53218
L6b2	50886
L6b2	358539
L6b2	152865
L6b2	112754
L6b2	556736
L6b2	278402
L6b2	102976
L6b2	17618
L6b2	3805
L6b2	3874
L6b2	60755
L6b2	155949
L6b2	246404
L6b2	71778
L6b2	64281
L6b2	128067
L6b2	1095756
L6b2	491933
L6b2	180162
L6b2	31532
L6b2	260850
L6b2	100642
L6b2	145295
L6b2	66782
L6b2	122193
L6b2	163840
L6b2	41920
L6b2	29008
L6b2	80431
L6b2	30863
L6b2	3983
L6b2	5505
L6b2	2473
L6b2	112990
L6b2	46573
L6b2	33729
L6b2	21705
L6b2	7115
L6b2	5725
L6b2	16444
L6b2	79652
L6b2	56939
L6b2	36279
L6b2	34691
L6b2	176274
L6b2	66669
L6b2	70475
L6b2	77731
L6b2	105423
L6b2	88899
L6b2	210786
L6b2	1026401
L6b2	316175
L6b2	17905
L6b2	39838
L6b2	152377
L6b2	73437
L6b2	262177
L6b2	508879
L6b2	8760
L6b2	298332
L6b2	156413
L6b2	186590
L6b2	425026
L6b2	120998
L6b2	78094
L6b2	678473
L6b2	341251
L6b2	123436
L6b2	90272
L6b2	94207
L6b2	80223
L6b2	69099
L6b2	54342
L6b2	290872
L6b2	107049
L6b2	115987
L6b2	4623
L6b2	100236
L6b2	105922
L6b2	237279
L6b2	12593
L6b2	11961
L6b2	463229
L6b2	162469
L6b2	27197
L6b2	10883
L6b2	70374
L6b2	64535
L6b2	47067
L6b2	1133906
L6b2	591457
L6b2	210624
L6b2	307907
L6b2	323104
L6b2	228418
L6b2	107807
L6b2	56583
L6b2	20559
L6b2	57840
L6b2	104269
L6b2	98957
L6b2	151586
L6b2	98233
L6b2	3345
L6b2	23793
L6b2	34818
L6b2	103407
L6b2	203260
L6b2	70259
L6b2	104815
L6b2	126588
L6b2	421173
L6b2	92116
L6b2	65136
L6b2	193394
L6b2	268300
L6b2	12994
L6b2	105810
L6b2	70895
L6b2	768614
L6b2	99267
L6b2	36805
L6b2	83686
L6b2	222553
L6b2	147786
L6b2	40704
L6b2	55667
L6b2	17743
L6b2	129780
L6b2	206644
L6b2	6397
L6b2	34209
L6b2	784021
L6b2	107187
L6b2	94941
L6b2	167761
L6b2	116061
L6b2	455706
L6b2	30122
L6b2	205314
L6b2	231055
L6b2	28686
L6b2	324560
L6b2	195955
L6b2	119761
L6b2	94307
L6b2	41834
L6b2	13933
L6b2	69981
L6b2	69459
L6b2	125524
L6b2	919129
L6b2	90682
L6b2	117827
L6b2	60760
L6b2	22935
L6b2	114423
L6b2	572943
L6b2	105618
L6b2	25174
L6b2	87374
L6b2	203175
L6b2	98247
L6b2	261591
L6b2	98682
L6b2	71444
L6b2	20087
L6b2	14859
L6b2	29637
L6b2	144842
L6b2	130275
L6b2	60972
L6b2	29971
L6b2	24229
L6b2	109151
L6b2	121780
L6b2	47956
L6b2	88302
L6b2	251109
L6b2	326860
L6b2	308058
L6b2	141176
L6b2	33485
L6b2	45104
L6b2	10065
L6b2	7991
L6b2	3927
L6b2	827902
L6b2	444408
L6b2	83903
L6b2	216013
L6b3	6988
L6b3	24369
L6b3	209820
L6b3	16012
L6b3	238211
L6b3	45663
L6b3	20482
L6b3	41037
L6b3	1551956
L6b3	223969
L6b3	140174
L6b3	83465
L6b3	73032
L6b3	94230
L6b3	231759
L6b3	23798
L6b3	33816
L6b3	74946
L6b3	244989
L6b3	73897
L6b3	101309
L6b3	37001
L6b3	32245
L6b3	142807
L6b3	91450
L6b3	161412
L6b3	11305
L6b3	472768
L6b3	113840
L6b3	897963
L6b3	405635
L6b3	87757
L6b3	128458
L6b3	91899
L6b3	371686
L6b3	41293
L6b3	20863
L6b3	62520
L6b3	325271
L6b3	15934
L6b3	47392
L6b3	9884
L6b3	63111
L6b3	104836
L6b3	93850
L6b3	59347
L6b3	64163
L6b3	108705
L6b3	8076
L6b3	22538
L6b3	23062
L6b3	186065
L6b3	117869
L6b3	50857
L6b3	125376
L6b3	15570
L6b3	84757
L6b3	66019
L6b3	136883
L6b3	27571
L6b3	297877
L6b3	440208
L6b3	348035
L6b3	54854
L6b3	586261
L6b3	97843
L6b3	46499
L6b3	26441
L6b3	5002
L6b3	26786
L6b3	83490
L6b3	45148
L6b3	167208
L6b3	71008
L6b3	90938
L6b3	120025
L6b3	68333
L6b3	49301
L6b3	43594
L6b3	91847
L6b3	34268
L6b3	29323
L6b3	22578
L6b3	51166
L6b3	185676
L6b3	245614
L6b3	517171
L6b3	75757
L6b3	25086
L6b3	1832802
L6b3	104366
L6b3	116140
L6b3	155086
L6b3	111935
L6b3	61434
L6b3	27340
L6b3	420307
L6b3	89443
L6b3	1078522
L6b3	68478
L6b3	128590
L6b3	285796
L6b3	105660
L6b3	106961
L6b3	79237
L6b3	4368
L6b3	225953
L6b3	5780
L6b3	33575
L6b3	12244
L6b3	8819
L6b3	156649
L6b3	40277
L6b3	13188
L6b3	6156
L6b3	57881
L6b3	1177087
L6b3	83329
L6b3	15952
L6b3	11908
L6b3	64247
L6b3	23173
L6b3	110822
L6b3	122883
L6b3	12451
L6b3	51270
L6b3	233979
L6b3	92742
L6b3	272913
L6b3	188454
L6b3	336325
L6b3	296023
L6b3	83394
L6b3	31754
L6b3	211426
L6b3	11160
L6b3	9387
L6b3	89144
L6b3	36574
L6b3	96860
L6b3	12023
L6b3	35739
L6b3	4024
L6b3	572104
L6b3	12475
L6b3	321231
L6b3	111651
L6b3	122831
L6b3	275669
L6b3	117936
L6b3	40122
L6b3	280191
L6b3	20432
L6b3	8341
L6b3	56015
L6b3	33408
L6b3	69046
L6b3	89735
L6b3	293834
L6b3	577425
L6b3	53048
L6b3	95605
L6b3	533526
L6b3	826534
L6b3	90362
L6b3	24583
L6b3	280468
L6b3	92582
L6b3	150097
L6b3	132689
L6b3	39416
L6b3	102257
L6b3	16070
L6b3	25437
L6b3	37170
L6b3	112931
L6b3	125022
L6b3	50503
L6b3	203081
L6b3	38571
L6b3	2820
L6b3	17412
L6b3	496809
L6b3	348814
L6b3	41055
L6b3	112756
L6b3	36883
L6b3	151218
L6b3	67224
L6b3	46594
L6b3	82104
L6b3	19220
L6b3	399280
L6b3	37729
L6b3	27613
L6b3	113526
L6b3	158433
L6b3	445558
L6b3	383321
L6b3	94383
L6b3	154641
L6b3	65801
L6b3	195412
L6b3	1044363
L6b3	15309
L6b3	243963
L6b3	441074
L6b3	136277
L6b3	165391
L6b3	516689
L6b3	161959
L6b3	95931
L6b3	685450
L6b3	157063
L6b3	121873
L6b3	215890
L6b3	220217
L6b3	243269
L6b3	53367
L6b3	54360
L6b3	168434
L6b3	163100
L6b3	152111
L6b3	142704
L6b3	406200
L6b3	75978
L6b3	794117
L6b3	74353
L6b3	408749
L6b3	107129
L6b3	938291
L6b3	780791
L6b3	170162
L6b3	84784
L6b3	511167
L6b3	206811
L6b3	185661
L6b3	148723
L6b3	537615
L6b3	121484
L6b3	44347
L6b3	384136
L6b3	210775
L6b3	53218
L6b3	155630
L6b3	114979
L6b3	152865
L6b3	54798
L6b3	648194
L6b3	60755
L6b3	663885
L6b3	128067
L6b3	890716
L6b3	180162
L6b3	139340
L6b3	100642
L6b3	30863
L6b3	112990
L6b3	117467
L6b3	7115
L6b3	25360
L6b3	780979
L6b3	36279
L6b3	387191
L6b3	70475
L6b3	1188534
L6b3	287459
L6b3	190786
L6b3	152377
L6b3	8760
L6b3	287230
L6b3	279902
L6b3	214732
L6b3	425026
L6b3	678473
L6b3	341251
L6b3	123436
L6b3	90272
L6b3	138156
L6b3	367759
L6b3	719676
L6b3	687221
L6b3	237279
L6b3	162469
L6b3	315493
L6b3	27197
L6b3	8946
L6b3	655795
L6b3	70374
L6b3	64535
L6b3	699185
L6b3	79171
L6b3	47067
L6b3	1133906
L6b3	307907
L6b3	56583
L6b3	20559
L6b3	54616
L6b3	57840
L6b3	98957
L6b3	151586
L6b3	162823
L6b3	34818
L6b3	192325
L6b3	52138
L6b3	22132
L6b3	37197
L6b3	37623
L6b3	352308
L6b3	193394
L6b3	105810
L6b3	768614
L6b3	147786
L6b3	765409
L6b3	17743
L6b3	107187
L6b3	214082
L6b3	116061
L6b3	222445
L6b3	303835
L6b3	231055
L6b3	474049
L6b3	311236
L6b3	13933
L6b3	69459
L6b3	200567
L6b3	125524
L6b3	464944
L6b3	1113826
L6b3	104533
L6b3	22935
L6b3	19300
L6b3	203175
L6b3	311028
L6b3	20087
L6b3	52329
L6b3	60972
L6b3	109151
L6b3	180173
L6b3	121780
L6b3	88302
L6b3	326860
L6b3	10065
L6b3	3927
L6b3	124254
Lamp51	6988
Lamp51	129732
Lamp51	24369
Lamp51	18691
Lamp51	19379
Lamp51	39849
Lamp51	41983
Lamp51	29009
Lamp51	311417
Lamp51	26642
Lamp51	44296
Lamp51	24148
Lamp51	209820
Lamp51	16012
Lamp51	45663
Lamp51	654140
Lamp51	193154
Lamp51	81852
Lamp51	16413
Lamp51	185315
Lamp51	526546
Lamp51	360636
Lamp51	155605
Lamp51	63526
Lamp51	960317
Lamp51	95750
Lamp51	73032
Lamp51	103402
Lamp51	66372
Lamp51	7106
Lamp51	94230
Lamp51	45571
Lamp51	23798
Lamp51	33816
Lamp51	244989
Lamp51	70806
Lamp51	73897
Lamp51	101309
Lamp51	570323
Lamp51	86249
Lamp51	57281
Lamp51	92399
Lamp51	155218
Lamp51	32245
Lamp51	533301
Lamp51	142807
Lamp51	608545
Lamp51	226592
Lamp51	257363
Lamp51	142825
Lamp51	63072
Lamp51	533810
Lamp51	26434
Lamp51	129656
Lamp51	40353
Lamp51	405635
Lamp51	218379
Lamp51	1333203
Lamp51	162283
Lamp51	87757
Lamp51	128458
Lamp51	207251
Lamp51	12974
Lamp51	144930
Lamp51	41293
Lamp51	28211
Lamp51	20863
Lamp51	321005
Lamp51	96809
Lamp51	178062
Lamp51	15934
Lamp51	9884
Lamp51	63111
Lamp51	138930
Lamp51	256074
Lamp51	350545
Lamp51	64163
Lamp51	20861
Lamp51	108705
Lamp51	30077
Lamp51	76287
Lamp51	24105
Lamp51	22538
Lamp51	23062
Lamp51	117869
Lamp51	67049
Lamp51	54443
Lamp51	46794
Lamp51	342336
Lamp51	11056
Lamp51	33218
Lamp51	50857
Lamp51	28588
Lamp51	197074
Lamp51	55255
Lamp51	136883
Lamp51	229375
Lamp51	397674
Lamp51	97843
Lamp51	26441
Lamp51	45148
Lamp51	20600
Lamp51	16343
Lamp51	955912
Lamp51	150301
Lamp51	30393
Lamp51	73001
Lamp51	111750
Lamp51	71151
Lamp51	396865
Lamp51	262541
Lamp51	66355
Lamp51	43594
Lamp51	185757
Lamp51	161522
Lamp51	28043
Lamp51	605715
Lamp51	273207
Lamp51	830360
Lamp51	34268
Lamp51	4557
Lamp51	29323
Lamp51	19975
Lamp51	22578
Lamp51	10933
Lamp51	14504
Lamp51	51166
Lamp51	681803
Lamp51	494685
Lamp51	278160
Lamp51	245614
Lamp51	224634
Lamp51	75757
Lamp51	25086
Lamp51	43212
Lamp51	58558
Lamp51	155086
Lamp51	284173
Lamp51	425272
Lamp51	140295
Lamp51	35363
Lamp51	61434
Lamp51	27340
Lamp51	8350
Lamp51	89443
Lamp51	95729
Lamp51	48678
Lamp51	68478
Lamp51	208114
Lamp51	64461
Lamp51	386509
Lamp51	104798
Lamp51	136904
Lamp51	15405
Lamp51	70206
Lamp51	128590
Lamp51	142401
Lamp51	65190
Lamp51	9491
Lamp51	11928
Lamp51	285796
Lamp51	42220
Lamp51	79237
Lamp51	4368
Lamp51	47269
Lamp51	35415
Lamp51	71345
Lamp51	5780
Lamp51	19654
Lamp51	87279
Lamp51	25940
Lamp51	40277
Lamp51	13188
Lamp51	103914
Lamp51	6156
Lamp51	39693
Lamp51	120609
Lamp51	59255
Lamp51	57881
Lamp51	83329
Lamp51	18399
Lamp51	15952
Lamp51	11908
Lamp51	63843
Lamp51	52490
Lamp51	23173
Lamp51	40073
Lamp51	188577
Lamp51	12451
Lamp51	61533
Lamp51	103545
Lamp51	101702
Lamp51	287913
Lamp51	256143
Lamp51	39687
Lamp51	424644
Lamp51	109675
Lamp51	188454
Lamp51	43092
Lamp51	310913
Lamp51	229867
Lamp51	55614
Lamp51	3597
Lamp51	2240
Lamp51	211426
Lamp51	51912
Lamp51	11160
Lamp51	66699
Lamp51	29787
Lamp51	27653
Lamp51	30969
Lamp51	111111
Lamp51	3136
Lamp51	31801
Lamp51	36574
Lamp51	78588
Lamp51	96860
Lamp51	12023
Lamp51	38237
Lamp51	35726
Lamp51	86941
Lamp51	58050
Lamp51	18904
Lamp51	19667
Lamp51	11160
Lamp51	7213
Lamp51	163694
Lamp51	20176
Lamp51	12475
Lamp51	111651
Lamp51	62880
Lamp51	62273
Lamp51	275669
Lamp51	151136
Lamp51	51827
Lamp51	39985
Lamp51	393868
Lamp51	82129
Lamp51	200822
Lamp51	23432
Lamp51	361605
Lamp51	64319
Lamp51	20432
Lamp51	33408
Lamp51	13036
Lamp51	69046
Lamp51	1425478
Lamp51	98655
Lamp51	175162
Lamp51	95537
Lamp51	36372
Lamp51	185508
Lamp51	132000
Lamp51	264379
Lamp51	95605
Lamp51	76529
Lamp51	34209
Lamp51	154458
Lamp51	92582
Lamp51	92377
Lamp51	683345
Lamp51	39416
Lamp51	140814
Lamp51	42802
Lamp51	41043
Lamp51	64361
Lamp51	67403
Lamp51	35332
Lamp51	170621
Lamp51	63407
Lamp51	38571
Lamp51	2820
Lamp51	17412
Lamp51	107317
Lamp51	738141
Lamp51	55932
Lamp51	50545
Lamp51	87828
Lamp51	160455
Lamp51	100082
Lamp51	348814
Lamp51	91788
Lamp51	147605
Lamp51	38104
Lamp51	141797
Lamp51	36883
Lamp51	82472
Lamp51	28358
Lamp51	22496
Lamp51	19220
Lamp51	27903
Lamp51	58625
Lamp51	234373
Lamp51	304716
Lamp51	27613
Lamp51	137885
Lamp51	94383
Lamp51	730409
Lamp51	13883
Lamp51	13192
Lamp51	222117
Lamp51	57566
Lamp51	153370
Lamp51	15309
Lamp51	17800
Lamp51	1432081
Lamp51	77561
Lamp51	125444
Lamp51	24386
Lamp51	39338
Lamp51	220217
Lamp51	290440
Lamp51	2511
Lamp51	81055
Lamp51	296118
Lamp51	333571
Lamp51	71227
Lamp51	54360
Lamp51	168434
Lamp51	163100
Lamp51	234125
Lamp51	450598
Lamp51	748511
Lamp51	211934
Lamp51	406200
Lamp51	244620
Lamp51	229153
Lamp51	225101
Lamp51	390758
Lamp51	74353
Lamp51	297149
Lamp51	192141
Lamp51	426282
Lamp51	1199208
Lamp51	54799
Lamp51	231024
Lamp51	128414
Lamp51	37498
Lamp51	381870
Lamp51	1456105
Lamp51	28848
Lamp51	38790
Lamp51	185661
Lamp51	99673
Lamp51	13820
Lamp51	126895
Lamp51	607067
Lamp51	384136
Lamp51	210775
Lamp51	509059
Lamp51	53218
Lamp51	53698
Lamp51	112754
Lamp51	102976
Lamp51	313044
Lamp51	17618
Lamp51	60755
Lamp51	516896
Lamp51	407413
Lamp51	143365
Lamp51	204385
Lamp51	85718
Lamp51	60324
Lamp51	180162
Lamp51	137027
Lamp51	31532
Lamp51	277195
Lamp51	154091
Lamp51	112772
Lamp51	41920
Lamp51	30863
Lamp51	6033
Lamp51	16937
Lamp51	112990
Lamp51	177603
Lamp51	69062
Lamp51	7115
Lamp51	24224
Lamp51	167763
Lamp51	162112
Lamp51	36279
Lamp51	176274
Lamp51	270648
Lamp51	17045
Lamp51	70475
Lamp51	31519
Lamp51	49317
Lamp51	85798
Lamp51	172778
Lamp51	17905
Lamp51	190786
Lamp51	73437
Lamp51	8760
Lamp51	221702
Lamp51	208571
Lamp51	156413
Lamp51	92552
Lamp51	678473
Lamp51	123436
Lamp51	1210707
Lamp51	217824
Lamp51	160917
Lamp51	84119
Lamp51	744127
Lamp51	237279
Lamp51	27197
Lamp51	44107
Lamp51	70374
Lamp51	64535
Lamp51	100829
Lamp51	47067
Lamp51	1133906
Lamp51	28046
Lamp51	307907
Lamp51	228418
Lamp51	56583
Lamp51	20559
Lamp51	168049
Lamp51	560802
Lamp51	161455
Lamp51	98957
Lamp51	23793
Lamp51	34818
Lamp51	379380
Lamp51	172724
Lamp51	104815
Lamp51	157550
Lamp51	421173
Lamp51	599387
Lamp51	177036
Lamp51	12994
Lamp51	16608
Lamp51	444108
Lamp51	17743
Lamp51	34209
Lamp51	784021
Lamp51	107187
Lamp51	94941
Lamp51	116061
Lamp51	1215515
Lamp51	231784
Lamp51	578170
Lamp51	45535
Lamp51	69459
Lamp51	110301
Lamp51	125524
Lamp51	1113826
Lamp51	120948
Lamp51	155678
Lamp51	22935
Lamp51	19300
Lamp51	183124
Lamp51	158705
Lamp51	109244
Lamp51	25174
Lamp51	87374
Lamp51	203175
Lamp51	157436
Lamp51	311028
Lamp51	24221
Lamp51	20087
Lamp51	295401
Lamp51	112304
Lamp51	482255
Lamp51	550750
Lamp51	109151
Lamp51	121780
Lamp51	88302
Lamp51	326860
Lamp51	362237
Lamp51	141176
Lamp51	759016
Lamp51	45104
Lamp51	61285
Lamp51	10065
Lamp51	827902
Lamp51	444408
Lamp51	83903
Lamp51	216013
Lamp52	6988
Lamp52	26642
Lamp52	24148
Lamp52	16012
Lamp52	48048
Lamp52	45663
Lamp52	32278
Lamp52	518295
Lamp52	526546
Lamp52	103402
Lamp52	38471
Lamp52	45571
Lamp52	137539
Lamp52	232048
Lamp52	23798
Lamp52	33816
Lamp52	190860
Lamp52	244989
Lamp52	70806
Lamp52	73897
Lamp52	101309
Lamp52	84992
Lamp52	32245
Lamp52	533301
Lamp52	452028
Lamp52	142807
Lamp52	54978
Lamp52	874851
Lamp52	472768
Lamp52	282955
Lamp52	184613
Lamp52	87757
Lamp52	128458
Lamp52	1192829
Lamp52	91899
Lamp52	207251
Lamp52	260842
Lamp52	190003
Lamp52	41293
Lamp52	910439
Lamp52	142846
Lamp52	321005
Lamp52	15934
Lamp52	9884
Lamp52	63111
Lamp52	256074
Lamp52	1123374
Lamp52	47142
Lamp52	350545
Lamp52	64163
Lamp52	108705
Lamp52	30077
Lamp52	186065
Lamp52	68765
Lamp52	91714
Lamp52	33218
Lamp52	229375
Lamp52	97843
Lamp52	26441
Lamp52	45148
Lamp52	84630
Lamp52	92680
Lamp52	396865
Lamp52	185757
Lamp52	28043
Lamp52	468279
Lamp52	605715
Lamp52	255298
Lamp52	509662
Lamp52	599832
Lamp52	616469
Lamp52	131384
Lamp52	93137
Lamp52	34268
Lamp52	29323
Lamp52	22578
Lamp52	681803
Lamp52	51077
Lamp52	245614
Lamp52	224634
Lamp52	75757
Lamp52	25086
Lamp52	141954
Lamp52	43212
Lamp52	151830
Lamp52	81418
Lamp52	155086
Lamp52	284173
Lamp52	45475
Lamp52	151111
Lamp52	27340
Lamp52	420307
Lamp52	25636
Lamp52	89443
Lamp52	68478
Lamp52	715104
Lamp52	208114
Lamp52	70206
Lamp52	128590
Lamp52	9491
Lamp52	97009
Lamp52	285796
Lamp52	79237
Lamp52	4368
Lamp52	139196
Lamp52	35415
Lamp52	5780
Lamp52	4510
Lamp52	4554
Lamp52	19654
Lamp52	87279
Lamp52	24220
Lamp52	28175
Lamp52	8451
Lamp52	40277
Lamp52	102104
Lamp52	6156
Lamp52	59255
Lamp52	57881
Lamp52	83329
Lamp52	32852
Lamp52	15952
Lamp52	11908
Lamp52	562156
Lamp52	110822
Lamp52	350563
Lamp52	188577
Lamp52	12451
Lamp52	201087
Lamp52	659787
Lamp52	188454
Lamp52	211426
Lamp52	206408
Lamp52	120051
Lamp52	24986
Lamp52	96860
Lamp52	12023
Lamp52	86941
Lamp52	18904
Lamp52	19667
Lamp52	163694
Lamp52	20176
Lamp52	367365
Lamp52	111651
Lamp52	292142
Lamp52	361605
Lamp52	56015
Lamp52	33408
Lamp52	13036
Lamp52	77405
Lamp52	1425478
Lamp52	89735
Lamp52	68788
Lamp52	63418
Lamp52	95605
Lamp52	82286
Lamp52	34209
Lamp52	270984
Lamp52	826534
Lamp52	307122
Lamp52	90362
Lamp52	154458
Lamp52	92582
Lamp52	201950
Lamp52	974166
Lamp52	39416
Lamp52	193804
Lamp52	203462
Lamp52	67403
Lamp52	138445
Lamp52	257719
Lamp52	76325
Lamp52	44215
Lamp52	333690
Lamp52	17412
Lamp52	87828
Lamp52	160455
Lamp52	348814
Lamp52	91788
Lamp52	141797
Lamp52	36883
Lamp52	28358
Lamp52	61651
Lamp52	19220
Lamp52	58625
Lamp52	37729
Lamp52	614920
Lamp52	145358
Lamp52	137885
Lamp52	94383
Lamp52	484770
Lamp52	15309
Lamp52	449227
Lamp52	88965
Lamp52	72439
Lamp52	121873
Lamp52	450810
Lamp52	501491
Lamp52	220217
Lamp52	290440
Lamp52	965979
Lamp52	2511
Lamp52	248809
Lamp52	269513
Lamp52	54360
Lamp52	203609
Lamp52	234125
Lamp52	748511
Lamp52	211934
Lamp52	924373
Lamp52	54745
Lamp52	794117
Lamp52	44255
Lamp52	74353
Lamp52	297149
Lamp52	231024
Lamp52	37498
Lamp52	28848
Lamp52	607067
Lamp52	53218
Lamp52	121008
Lamp52	60755
Lamp52	16074
Lamp52	516896
Lamp52	407413
Lamp52	204385
Lamp52	890716
Lamp52	31532
Lamp52	112772
Lamp52	6033
Lamp52	112990
Lamp52	111731
Lamp52	179469
Lamp52	7115
Lamp52	36279
Lamp52	70475
Lamp52	17905
Lamp52	172715
Lamp52	8760
Lamp52	678473
Lamp52	341251
Lamp52	123436
Lamp52	144388
Lamp52	71913
Lamp52	217824
Lamp52	170544
Lamp52	295145
Lamp52	297781
Lamp52	105922
Lamp52	687221
Lamp52	237279
Lamp52	162469
Lamp52	44107
Lamp52	70374
Lamp52	64535
Lamp52	699185
Lamp52	47067
Lamp52	1133906
Lamp52	228418
Lamp52	56583
Lamp52	20559
Lamp52	104269
Lamp52	98957
Lamp52	194457
Lamp52	34818
Lamp52	585188
Lamp52	104815
Lamp52	193394
Lamp52	1313289
Lamp52	765409
Lamp52	174063
Lamp52	226170
Lamp52	116061
Lamp52	211393
Lamp52	13933
Lamp52	184046
Lamp52	69459
Lamp52	329566
Lamp52	60760
Lamp52	22935
Lamp52	19300
Lamp52	98247
Lamp52	157436
Lamp52	115254
Lamp52	24221
Lamp52	130275
Lamp52	550750
Lamp52	109151
Lamp52	121780
Lamp52	122266
Lamp52	326860
Lamp52	103333
Lamp52	45104
Lamp52	61285
Lamp52	10065
Lamp52	444408
Lamp5Lhx61	6988
Lamp5Lhx61	70522
Lamp5Lhx61	24369
Lamp5Lhx61	60134
Lamp5Lhx61	44434
Lamp5Lhx61	41983
Lamp5Lhx61	29009
Lamp5Lhx61	51641
Lamp5Lhx61	8994
Lamp5Lhx61	44296
Lamp5Lhx61	38689
Lamp5Lhx61	24148
Lamp5Lhx61	16012
Lamp5Lhx61	48048
Lamp5Lhx61	45663
Lamp5Lhx61	98678
Lamp5Lhx61	45501
Lamp5Lhx61	193154
Lamp5Lhx61	5358
Lamp5Lhx61	116803
Lamp5Lhx61	20482
Lamp5Lhx61	16413
Lamp5Lhx61	134840
Lamp5Lhx61	41037
Lamp5Lhx61	185315
Lamp5Lhx61	526546
Lamp5Lhx61	360636
Lamp5Lhx61	155605
Lamp5Lhx61	144001
Lamp5Lhx61	288653
Lamp5Lhx61	960317
Lamp5Lhx61	580271
Lamp5Lhx61	83465
Lamp5Lhx61	73032
Lamp5Lhx61	103402
Lamp5Lhx61	292513
Lamp5Lhx61	36260
Lamp5Lhx61	45571
Lamp5Lhx61	36152
Lamp5Lhx61	91178
Lamp5Lhx61	23798
Lamp5Lhx61	33816
Lamp5Lhx61	124651
Lamp5Lhx61	92191
Lamp5Lhx61	65373
Lamp5Lhx61	73897
Lamp5Lhx61	101309
Lamp5Lhx61	63692
Lamp5Lhx61	586808
Lamp5Lhx61	22107
Lamp5Lhx61	92399
Lamp5Lhx61	32245
Lamp5Lhx61	533301
Lamp5Lhx61	142807
Lamp5Lhx61	17182
Lamp5Lhx61	847975
Lamp5Lhx61	608545
Lamp5Lhx61	115847
Lamp5Lhx61	142825
Lamp5Lhx61	113870
Lamp5Lhx61	11305
Lamp5Lhx61	26434
Lamp5Lhx61	282955
Lamp5Lhx61	288939
Lamp5Lhx61	405635
Lamp5Lhx61	1900727
Lamp5Lhx61	366819
Lamp5Lhx61	71550
Lamp5Lhx61	109736
Lamp5Lhx61	87757
Lamp5Lhx61	63980
Lamp5Lhx61	3850
Lamp5Lhx61	128458
Lamp5Lhx61	215706
Lamp5Lhx61	62013
Lamp5Lhx61	326266
Lamp5Lhx61	207251
Lamp5Lhx61	12974
Lamp5Lhx61	243100
Lamp5Lhx61	144930
Lamp5Lhx61	190003
Lamp5Lhx61	24616
Lamp5Lhx61	41293
Lamp5Lhx61	20863
